Filepath	C:\Chromel\data\HPLC\2_Data\ISA\Daten\20230131 Nr.23-25.SEQ\UV_VIS_1.CHL\21.acd
Channel	UV_VIS_1

Sample Information:
Datasource	BCI-BPT-PC19_local
Sequence	HPLC\2_Data\ISA\Daten\20230131 Nr.23-25.SEQ
Sample	A 1,5 mM
Sample Number	32
Sample Position	RD4
Sample ID	21
Comment	
QNT method	20211221_neue Methode 1mAUmin
PGM file	20230109_isokratisch_Methode_49Min
Type	standard
Status	finished
Date	02.02.2023
Time	17:04:32
Injection Volume (µl)	10,00
Dilution Factor	1,000000
Amount	1,000000
Weight	1,000000

Raw Data Header Information:
Time Min. (min)	0,000
Time Max. (min)	44,000
Raw-Time Min. (min)	0,000
Raw-Time Max. (min)	44,000
Data Points	26401
Detector	VWD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3160
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	d6e74f56-a312-11ed-b769-e454e899b46a
Signal Factor	0,000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-2,88614
Signal Max.	816,858800
Channel Name	UV_VIS_1
Driver Name	VWD-3x00(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:254 nm
Wavelength	254 nm
	 




















Raw Data:
Time(min)	Step(sec)	Value(mAU)
0,831667	0,10	0,090490	
0,833333	0,10	0,090010	
0,835000	0,10	0,089960	
0,836667	0,10	0,090000	
0,838333	0,10	0,089660	
0,840000	0,10	0,089160	
0,841667	0,10	0,089590	
0,843333	0,10	0,088600	
0,845000	0,10	0,088030	
0,846667	0,10	0,087700	
0,848333	0,10	0,088660	
0,850000	0,10	0,089380	
0,851667	0,10	0,090420	
0,853333	0,10	0,090410	
0,855000	0,10	0,090970	
0,856667	0,10	0,090580	
0,858333	0,10	0,090310	
0,860000	0,10	0,090730	
0,861667	0,10	0,090320	
0,863333	0,10	0,090680	
0,865000	0,10	0,090620	
0,866667	0,10	0,090150	
0,868333	0,10	0,090090	
0,870000	0,10	0,090020	
0,871667	0,10	0,089880	
0,873333	0,10	0,089770	
0,875000	0,10	0,089220	
0,876667	0,10	0,088950	
0,878333	0,10	0,089880	
0,880000	0,10	0,090230	
0,881667	0,10	0,090030	
0,883333	0,10	0,089280	
0,885000	0,10	0,089310	
0,886667	0,10	0,089010	
0,888333	0,10	0,088450	
0,890000	0,10	0,088280	
0,891667	0,10	0,088040	
0,893333	0,10	0,088290	
0,895000	0,10	0,088750	
0,896667	0,10	0,088340	
0,898333	0,10	0,087820	
0,900000	0,10	0,086310	
0,901667	0,10	0,086400	
0,903333	0,10	0,086500	
0,905000	0,10	0,087280	
0,906667	0,10	0,087510	
0,908333	0,10	0,088610	
0,910000	0,10	0,087910	
0,911667	0,10	0,087790	
0,913333	0,10	0,087790	
0,915000	0,10	0,088650	
0,916667	0,10	0,089720	
0,918333	0,10	0,088960	
0,920000	0,10	0,089990	
0,921667	0,10	0,090480	
0,923333	0,10	0,091420	
0,925000	0,10	0,091950	
0,926667	0,10	0,091350	
0,928333	0,10	0,090580	
0,930000	0,10	0,090300	
0,931667	0,10	0,090190	
0,933333	0,10	0,090160	
0,935000	0,10	0,090370	
0,936667	0,10	0,090030	
0,938333	0,10	0,091450	
0,940000	0,10	0,092570	
0,941667	0,10	0,092670	
0,943333	0,10	0,092120	
0,945000	0,10	0,091440	
0,946667	0,10	0,091930	
0,948333	0,10	0,091750	
0,950000	0,10	0,092050	
0,951667	0,10	0,091810	
0,953333	0,10	0,092420	
0,955000	0,10	0,092940	
0,956667	0,10	0,092270	
0,958333	0,10	0,092790	
0,960000	0,10	0,092620	
0,961667	0,10	0,092840	
0,963333	0,10	0,092880	
0,965000	0,10	0,093200	
0,966667	0,10	0,093170	
0,968333	0,10	0,094280	
0,970000	0,10	0,093990	
0,971667	0,10	0,093290	
0,973333	0,10	0,093630	
0,975000	0,10	0,094750	
0,976667	0,10	0,094880	
0,978333	0,10	0,094700	
0,980000	0,10	0,094530	
0,981667	0,10	0,094380	
0,983333	0,10	0,093970	
0,985000	0,10	0,094040	
0,986667	0,10	0,093490	
0,988333	0,10	0,093580	
0,990000	0,10	0,093570	
0,991667	0,10	0,093110	
0,993333	0,10	0,092420	
0,995000	0,10	0,091000	
0,996667	0,10	0,091830	
0,998333	0,10	0,092040	
1,000000	0,10	0,092420	
1,001667	0,10	0,093490	
1,003333	0,10	0,093740	
1,005000	0,10	0,093430	
1,006667	0,10	0,092970	
1,008333	0,10	0,092680	
1,010000	0,10	0,093410	
1,011667	0,10	0,093970	
1,013333	0,10	0,094370	
1,015000	0,10	0,094750	
1,016667	0,10	0,095640	
1,018333	0,10	0,094590	
1,020000	0,10	0,093860	
1,021667	0,10	0,093720	
1,023333	0,10	0,094080	
1,025000	0,10	0,094720	
1,026667	0,10	0,095250	
1,028333	0,10	0,095940	
1,030000	0,10	0,096590	
1,031667	0,10	0,096970	
1,033333	0,10	0,098090	
1,035000	0,10	0,098760	
1,036667	0,10	0,099020	
1,038333	0,10	0,099240	
1,040000	0,10	0,098850	
1,041667	0,10	0,098090	
1,043333	0,10	0,096900	
1,045000	0,10	0,096490	
1,046667	0,10	0,097330	
1,048333	0,10	0,098080	
1,050000	0,10	0,098680	
1,051667	0,10	0,098260	
1,053333	0,10	0,098340	
1,055000	0,10	0,097930	
1,056667	0,10	0,097710	
1,058333	0,10	0,098240	
1,060000	0,10	0,098270	
1,061667	0,10	0,098890	
1,063333	0,10	0,099820	
1,065000	0,10	0,100170	
1,066667	0,10	0,100150	
1,068333	0,10	0,100210	
1,070000	0,10	0,101280	
1,071667	0,10	0,102150	
1,073333	0,10	0,101920	
1,075000	0,10	0,101950	
1,076667	0,10	0,102290	
1,078333	0,10	0,101930	
1,080000	0,10	0,101910	
