D:\MassHunter\GCMS\1\data\Elizabeth\B06\24.06.06\RAU-R505-1.D 06 Jun 24  02:53 pm
Start of data points
1.09303 	 27601846
1.09882 	 26591586
1.10458 	 26618508
1.11037 	 25876798
1.11613 	 25191688
1.12192 	 24742946
1.12768 	 24316904
1.13347 	 23769520
1.13923 	 23249486
1.14502 	 22783824
1.15078 	 22641754
1.15657 	 26353930
1.16233 	 765209
1.16812 	 533096
1.17388 	 455318
1.17967 	 424352
1.18543 	 451215
1.19122 	 579247
1.19698 	 844042
1.20277 	 1212207
1.20853 	 1590669
1.21432 	 2074394
1.22008 	 557228
1.22587 	 217256
1.23165 	 197382
1.23742 	 182530
1.2432 	 171774
1.24897 	 197459
1.25475 	 433159
1.26052 	 933053
1.2663 	 1289151
1.27207 	 360381
1.27785 	 130655
1.28362 	 113992
1.2894 	 108208
1.29517 	 100739
1.30095 	 94150
1.30672 	 90800
1.3125 	 86686
1.31827 	 80986
1.32405 	 82641
1.32982 	 146160
1.3356 	 354974
1.34137 	 344098
1.34715 	 108704
1.35293 	 65940
1.3587 	 58347
1.36448 	 54353
1.37025 	 53302
1.37603 	 50001
1.3818 	 47932
1.38758 	 46234
1.39335 	 44656
1.39913 	 42692
1.4049 	 41978
1.41068 	 38908
1.41645 	 37090
1.42223 	 34350
1.428 	 34405
1.43378 	 31337
1.43955 	 32724
1.44533 	 65702
1.4511 	 245791
1.45688 	 193021
1.46265 	 134072
1.46843 	 69035
1.4742 	 33779
1.47998 	 26979
1.48577 	 29527
1.49153 	 147864
1.49732 	 781133
1.50308 	 1087715
1.50887 	 462006
1.51463 	 120429
1.52042 	 43347
1.52618 	 24210
1.53197 	 24562
1.53773 	 31218
1.54352 	 28500
1.54928 	 20113
1.55507 	 17226
1.56083 	 16049
1.56662 	 16006
1.57238 	 15719
1.57817 	 15539
1.58393 	 14519
1.58972 	 13769
1.59548 	 13665
1.60127 	 13907
1.60705 	 13275
1.61282 	 12970
1.6186 	 12777
1.62437 	 12565
1.63015 	 11845
1.63592 	 11700
1.6417 	 10903
1.64747 	 10760
1.65325 	 11175
1.65902 	 10680
1.6648 	 10709
1.67057 	 10105
1.67635 	 12503
