D:\MassHunter\GCMS\1\data\Elizabeth\B06\24.06.06\RAU-R505-13.D 06 Jun 24  07:16 pm
Start of data points
1.09302 	 28308466
1.09878 	 27783370
1.10457 	 26673268
1.11033 	 25971056
1.11612 	 25484862
1.12188 	 24839436
1.12767 	 24320958
1.13343 	 23697418
1.13922 	 23365232
1.14498 	 22944784
1.15077 	 22622836
1.15653 	 27864092
1.16232 	 676609
1.16808 	 520999
1.17387 	 456987
1.17963 	 428200
1.18542 	 487058
1.19118 	 658671
1.19697 	 965678
1.20273 	 1320674
1.20852 	 1884938
1.21428 	 1633338
1.22007 	 322247
1.22585 	 202743
1.23162 	 187977
1.2374 	 172898
1.24317 	 167384
1.24895 	 249057
1.25472 	 607429
1.2605 	 1224088
1.26627 	 952540
1.27205 	 202652
1.27782 	 118365
1.2836 	 108882
1.28937 	 102005
1.29515 	 96214
1.30092 	 92336
1.3067 	 87019
1.31247 	 82715
1.31825 	 78521
1.32402 	 96899
1.3298 	 227548
1.33557 	 430137
1.34135 	 209535
1.34713 	 75171
1.3529 	 61625
1.35868 	 56674
1.36445 	 53670
1.37023 	 51735
1.376 	 49112
1.38178 	 46995
1.38755 	 45757
1.39333 	 42558
1.3991 	 41989
1.40488 	 39849
1.41065 	 37251
1.41643 	 36267
1.4222 	 34405
1.42798 	 33753
1.43375 	 32648
1.43953 	 38692
1.4453 	 172994
1.45108 	 252664
1.45685 	 154431
1.46263 	 96708
1.4684 	 42780
1.47418 	 29311
1.47997 	 25092
1.48573 	 71415
1.49152 	 500608
1.49728 	 1155046
1.50307 	 734007
1.50883 	 199466
1.51462 	 56596
1.52038 	 29074
1.52617 	 23536
1.53193 	 30409
1.53772 	 30889
1.54348 	 22297
1.54927 	 18443
1.55503 	 17390
1.56082 	 16511
1.56658 	 15836
1.57237 	 15863
1.57813 	 15385
1.58392 	 14297
1.58968 	 14399
1.59547 	 14401
1.60123 	 13490
1.60702 	 13116
1.6128 	 12954
1.61857 	 12561
1.62435 	 13241
1.63012 	 12935
1.6359 	 12602
1.64167 	 11829
1.64745 	 11753
1.65322 	 11554
1.659 	 11213
1.66477 	 10799
1.67055 	 11888
1.67632 	 17131
1.6821 	 23644
1.68787 	 18960
1.69365 	 12376
1.69942 	 9696
1.7052 	 8896
1.71097 	 9339
1.71675 	 8623
1.72252 	 8768
1.7283 	 9602
1.73408 	 59156
1.73985 	 966717
1.74563 	 3049990
1.7514 	 2879209
1.75718 	 1240230
1.76295 	 402614
1.76873 	 128143
1.7745 	 39425
1.78028 	 21000
1.78605 	 39191
1.79183 	 64482
1.7976 	 51203
1.80338 	 40008
1.80915 	 44663
1.81493 	 36300
1.8207 	 19173
1.82648 	 11587
1.83225 	 8413
1.83803 	 7556
1.8438 	 10592
1.84958 	 28788
1.85535 	 55140
1.86113 	 51788
1.86692 	 32860
1.87268 	 37542
1.87847 	 45858
1.88423 	 32706
1.89002 	 18812
1.89578 	 9543
1.90157 	 7067
1.90733 	 5563
1.91312 	 5957
1.91888 	 5635
1.92467 	 6059
1.93043 	 5906
1.93622 	 5800
1.94198 	 5567
1.94777 	 6154
1.95353 	 14282
1.95932 	 29045
1.96508 	 35011
1.97087 	 22835
1.97663 	 11639
1.98242 	 8749
1.9882 	 13292
1.99397 	 22064
1.99975 	 21056
2.00552 	 13217
2.0113 	 8778
2.01707 	 14613
2.02285 	 27830
2.02862 	 29423
2.0344 	 19320
2.04017 	 11056
2.04595 	 6735
2.05172 	 4900
2.0575 	 4609
2.06327 	 4923
2.06905 	 4896
2.07482 	 4312
2.0806 	 4441
2.08637 	 3727
2.09215 	 4263
2.09792 	 4725
2.1037 	 3877
2.10947 	 4337
2.11525 	 3963
2.12103 	 4246
2.1268 	 4270
2.13258 	 3758
2.13835 	 4470
2.14413 	 4133
2.1499 	 3813
2.15568 	 4206
2.16145 	 3916
2.16723 	 4227
2.173 	 3773
2.17878 	 3838
2.18455 	 3417
2.19033 	 4235
2.1961 	 3489
2.20188 	 3612
2.20765 	 3417
2.21343 	 3852
2.2192 	 3728
2.22498 	 3740
2.23075 	 3603
2.23653 	 3513
2.24232 	 3393
2.24808 	 3945
2.25387 	 4017
2.25963 	 3247
2.26542 	 3640
2.27118 	 3574
2.27697 	 3889
2.28273 	 3110
2.28852 	 3420
2.29428 	 3599
2.30007 	 3213
2.30583 	 3161
2.31162 	 3542
2.31738 	 3420
2.32317 	 3873
2.32893 	 3084
2.33472 	 3516
2.34048 	 3225
2.34627 	 2945
2.35203 	 3277
2.35782 	 3209
2.36358 	 2902
2.36937 	 3047
2.37515 	 2678
2.38092 	 3322
2.3867 	 3140
2.39247 	 3316
2.39825 	 3143
2.40402 	 3205
2.4098 	 2819
2.41557 	 2947
2.42135 	 2599
2.42712 	 2933
2.4329 	 2665
2.43867 	 2679
2.44445 	 2791
2.45022 	 2766
2.456 	 3400
2.46177 	 2755
2.46755 	 2706
2.47332 	 2894
2.4791 	 3139
2.48487 	 2863
2.49065 	 2488
2.49642 	 2774
2.5022 	 2790
2.50798 	 2692
2.51375 	 2411
2.51953 	 3193
2.5253 	 2426
2.53108 	 2839
2.53685 	 2310
2.54263 	 2549
2.5484 	 2526
2.55418 	 2382
2.55995 	 2997
2.56573 	 2606
2.5715 	 2979
2.57728 	 2422
2.58305 	 2701
2.58883 	 2551
2.5946 	 2576
2.60038 	 2452
2.60615 	 2451
2.61193 	 2409
2.6177 	 2362
2.62348 	 2750
2.62927 	 2359
2.63503 	 2327
2.64082 	 2377
2.64658 	 2281
2.65237 	 2165
2.65813 	 2083
2.66392 	 2555
2.66968 	 2210
2.67547 	 2292
2.68123 	 2549
2.68702 	 1991
2.69278 	 1951
2.69857 	 2034
2.70433 	 2344
2.71012 	 2280
2.71588 	 2215
2.72167 	 2515
2.72743 	 1986
2.73322 	 2281
2.73898 	 2291
2.74477 	 2430
2.75053 	 2215
2.75632 	 2228
2.7621 	 1917
2.76787 	 2036
2.77365 	 2182
2.77942 	 2328
2.7852 	 2083
2.79097 	 2114
2.79675 	 2282
2.80252 	 1955
2.8083 	 2148
2.81407 	 2172
2.81985 	 2410
2.82562 	 2009
2.8314 	 2327
2.83717 	 2078
2.84295 	 2241
2.84872 	 2190
2.8545 	 2081
2.86027 	 1959
2.86605 	 2080
2.87182 	 2021
2.8776 	 2295
2.88338 	 1822
2.88915 	 1998
2.89493 	 1832
2.9007 	 2059
2.90648 	 1866
2.91225 	 1741
2.91803 	 1812
2.9238 	 2144
2.92958 	 2152
2.93535 	 2120
2.94113 	 2076
2.9469 	 1915
2.95268 	 1939
2.95845 	 1916
2.96423 	 1716
2.97 	 1977
2.97578 	 1850
2.98155 	 1919
2.98733 	 1983
2.9931 	 1774
2.99888 	 1785
3.00465 	 1920
3.01043 	 2307
3.01622 	 2078
3.02198 	 2080
3.02777 	 2078
3.03353 	 1739
3.03932 	 1823
3.04508 	 1643
3.05087 	 2162
3.05663 	 1871
3.06242 	 1903
3.06818 	 1929
3.07397 	 1712
3.07973 	 1643
3.08552 	 1528
3.09128 	 1079
3.09707 	 1635
3.10283 	 1935
3.10862 	 1735
3.11438 	 1748
3.12017 	 1394
3.12593 	 1710
3.13172 	 1340
3.13748 	 1720
3.14327 	 1870
3.14905 	 1670
3.15482 	 1892
3.1606 	 1694
3.16637 	 1344
3.17215 	 2043
3.17792 	 1594
3.1837 	 1650
3.18947 	 1583
3.19525 	 1785
3.20102 	 1699
3.2068 	 1523
3.21257 	 1529
3.21835 	 1747
3.22412 	 1607
3.2299 	 1605
3.23567 	 1571
3.24145 	 1367
